hour,price_gbp_per_mwh,heuristic_charge_mw,heuristic_discharge_mw,heuristic_soc_mwh,lp_charge_mw,lp_discharge_mw,lp_soc_mwh
2113,59.65577113656399,50.0,0.0,46.09772228646444,50.0,0.0,46.09772228646444
2114,60.0094891725698,0.0,0.0,46.09772228646444,0.0,0.0,46.09772228646444
2115,57.69936308761578,50.0,0.0,92.19544457292888,50.0,0.0,92.19544457292888
2116,59.667934763732646,0.0,0.0,92.19544457292888,8.465228909328081,0.0,100.0
2117,64.4600703806834,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2118,71.59805672439344,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2119,81.40018885804886,0.0,0.0,92.19544457292888,0.0,-0.0,100.0
2120,86.7615033467803,0.0,0.0,92.19544457292888,0.0,50.0,45.76738554533596
2121,84.89790835926733,0.0,0.0,92.19544457292888,0.0,35.00000000000001,7.804555427071122
2122,75.29365006913378,0.0,0.0,92.19544457292888,0.0,0.0,7.804555427071122
2123,70.46802964982314,0.0,0.0,92.19544457292888,0.0,0.0,7.804555427071122
2124,67.11893274034264,0.0,0.0,92.19544457292888,50.0,0.0,53.90227771353556
2125,68.36314585287035,0.0,0.0,92.19544457292888,50.0,0.0,100.0
2126,84.14591956485648,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2127,86.6498457945173,0.0,0.0,92.19544457292888,0.0,-0.0,100.0
2128,95.44488010372046,0.0,0.0,92.19544457292888,0.0,-0.0,100.0
2129,106.2168938105417,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2130,108.02681144010971,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2131,118.39176901850047,0.0,50.0,37.96283011826483,0.0,50.0,45.76738554533596
2132,109.95192115139795,0.0,35.0,7.105427357601002e-15,0.0,42.19544457292888,-0.0
2133,104.36866429714354,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0
2134,92.9365668980291,0.0,0.0,7.105427357601002e-15,0.0,0.0,-0.0
2135,85.71868186250403,0.0,0.0,7.105427357601002e-15,-0.0,0.0,0.0
2136,74.07664833127579,0.0,0.0,7.105427357601002e-15,50.0,0.0,46.09772228646444
2137,74.79824741169112,0.0,0.0,7.105427357601002e-15,8.465228909328081,0.0,53.90227771353556
2138,73.0796896500308,50.0,0.0,46.097722286464446,50.0,0.0,100.0
2139,78.14008112684121,0.0,0.0,46.097722286464446,0.0,0.0,100.0
2140,77.70844907395454,0.0,0.0,46.097722286464446,-0.0,0.0,100.0
2141,78.72918121322914,0.0,0.0,46.097722286464446,-0.0,0.0,100.0
2142,98.48586258753018,0.0,0.0,46.097722286464446,0.0,-0.0,100.0
2143,104.19074741167633,0.0,42.50000000000001,0.0,0.0,50.0,45.76738554533596
2144,100.83232025530712,0.0,0.0,0.0,0.0,42.19544457292888,0.0
2145,93.85176979133927,0.0,0.0,0.0,0.0,-0.0,-0.0
2146,82.84142528105366,0.0,0.0,0.0,0.0,0.0,-0.0
2147,82.22866125871647,0.0,0.0,0.0,0.0,0.0,0.0
2148,76.14753968458274,0.0,0.0,0.0,50.0,0.0,46.09772228646444
2149,76.35260220343052,0.0,0.0,0.0,50.0,0.0,92.19544457292888
2150,79.05097979044196,0.0,0.0,0.0,0.0,0.0,92.19544457292888
2151,88.84098502883579,0.0,0.0,0.0,0.0,0.0,92.19544457292888
2152,90.49200177941347,0.0,0.0,0.0,0.0,0.0,92.19544457292888
2153,89.84329241692751,0.0,0.0,0.0,0.0,0.0,92.19544457292888
2154,93.57585481296874,0.0,0.0,0.0,0.0,35.00000000000001,54.23261445466404
2155,95.47176204879759,0.0,0.0,0.0,0.0,50.0,-0.0
2156,92.65905853098295,0.0,0.0,0.0,0.0,0.0,-0.0
2157,82.1382801404641,0.0,0.0,0.0,0.0,0.0,-0.0
2158,80.49305978151467,0.0,0.0,0.0,0.0,0.0,0.0
2159,72.0505887239903,50.0,0.0,46.09772228646444,0.0,-0.0,0.0
2160,57.19606312464386,0.0,0.0,46.09772228646444,8.465228909328081,0.0,7.804555427071122
2161,49.33728936689307,50.0,0.0,92.19544457292888,50.0,0.0,53.90227771353556
2162,54.92965278904913,0.0,0.0,92.19544457292888,50.0,0.0,100.0
2163,57.90998383474255,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2164,62.84538185325678,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2165,73.66743376448171,0.0,0.0,92.19544457292888,0.0,-0.0,100.0
2166,94.40139897271516,0.0,50.0,37.96283011826483,0.0,50.0,45.76738554533596
2167,88.8435679245354,0.0,0.0,37.96283011826483,0.0,42.19544457292888,0.0
2168,86.53225653775968,0.0,0.0,37.96283011826483,0.0,-0.0,-0.0
2169,81.05369858201237,0.0,0.0,37.96283011826483,0.0,0.0,0.0
2170,71.50844101924385,0.0,0.0,37.96283011826483,-0.0,0.0,0.0
2171,60.667811497509646,0.0,0.0,37.96283011826483,0.0,0.0,-0.0
2172,56.55973691407475,0.0,0.0,37.96283011826483,50.0,0.0,46.09772228646444
2173,50.842070590508214,50.0,0.0,84.06055240472926,50.0,0.0,92.19544457292888
2174,57.64576877935507,0.0,0.0,84.06055240472926,8.465228909328081,0.0,100.0
2175,65.30229736776268,0.0,0.0,84.06055240472926,-0.0,0.0,100.0
2176,76.02146585998307,0.0,0.0,84.06055240472926,0.0,0.0,100.0
2177,85.16620074925135,0.0,0.0,84.06055240472926,0.0,0.0,100.0
2178,91.33244752471626,0.0,0.0,84.06055240472926,0.0,42.19544457292888,54.23261445466404
2179,88.03758508878326,0.0,0.0,84.06055240472926,0.0,0.0,54.23261445466404
2180,95.61980583541785,0.0,50.0,29.82793795006522,0.0,50.0,-0.0
2181,90.61833804775321,0.0,0.0,29.82793795006522,0.0,0.0,0.0
2182,74.36728057481807,0.0,0.0,29.82793795006522,-0.0,0.0,0.0
2183,64.96241145510773,0.0,0.0,29.82793795006522,0.0,-0.0,0.0
2184,43.935195257599595,0.0,0.0,29.82793795006522,0.0,0.0,-0.0
2185,42.35807143618031,0.0,0.0,29.82793795006522,8.465228909328081,0.0,7.804555427071122
2186,40.647576553260315,50.0,0.0,75.92566023652967,50.0,0.0,53.90227771353556
2187,38.63890350254045,26.112287732857492,0.0,100.0,50.0,0.0,100.0
2188,52.752262597938866,0.0,0.0,100.0,0.0,-0.0,100.0
2189,60.49104144445218,0.0,0.0,100.0,0.0,0.0,100.0
2190,70.7372061993297,0.0,0.0,100.0,0.0,42.19544457292888,54.23261445466404
2191,71.23402899697817,0.0,0.0,100.0,0.0,50.0,-0.0
2192,68.80920732227277,0.0,0.0,100.0,0.0,0.0,-0.0
2193,68.25127126568012,0.0,0.0,100.0,0.0,0.0,0.0
2194,65.29724294282856,0.0,0.0,100.0,0.0,-0.0,0.0
2195,50.63944751951641,0.0,0.0,100.0,8.465228909328081,0.0,7.804555427071122
2196,47.939903461063075,0.0,0.0,100.0,50.0,0.0,53.90227771353556
2197,49.63744153636842,0.0,0.0,100.0,50.0,0.0,100.0
2198,53.50543347107878,0.0,0.0,100.0,0.0,0.0,100.0
2199,56.714499171843,0.0,0.0,100.0,0.0,0.0,100.0
2200,62.46465137199099,0.0,0.0,100.0,-0.0,0.0,100.0
2201,68.86091529919793,0.0,0.0,100.0,0.0,0.0,100.0
2202,73.43292091942537,0.0,0.0,100.0,0.0,0.0,100.0
2203,76.86062583544867,0.0,50.0,45.767385545335955,0.0,42.19544457292888,54.23261445466404
2204,79.55953893882796,0.0,42.19544457292887,0.0,0.0,50.0,0.0
2205,72.85430754835619,0.0,0.0,0.0,0.0,-0.0,-0.0
2206,65.67035942367772,0.0,0.0,0.0,0.0,0.0,-0.0
2207,64.8379321964558,0.0,0.0,0.0,0.0,0.0,0.0
2208,56.75246542325925,0.0,0.0,0.0,8.465228909328081,0.0,7.804555427071122
2209,51.73060349615944,50.0,0.0,46.09772228646444,50.0,0.0,53.90227771353556
2210,54.334261564348296,50.0,0.0,92.19544457292888,50.0,0.0,100.0
2211,59.26314785260169,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2212,67.8738705646654,0.0,0.0,92.19544457292888,-0.0,0.0,100.0
2213,81.23988799321023,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2214,81.17105950634915,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2215,86.08268764098152,0.0,0.0,92.19544457292888,0.0,42.19544457292888,54.23261445466404
2216,88.10154080169906,0.0,50.0,37.96283011826483,0.0,50.0,0.0
2217,85.35484486218739,0.0,0.0,37.96283011826483,0.0,-0.0,-0.0
2218,76.5955631936548,0.0,0.0,37.96283011826483,0.0,0.0,0.0
2219,63.1295163528893,0.0,0.0,37.96283011826483,0.0,0.0,-0.0
2220,60.99464271076495,0.0,0.0,37.96283011826483,50.0,0.0,46.09772228646444
2221,57.409722759024866,0.0,0.0,37.96283011826483,50.0,0.0,92.19544457292888
2222,62.35107815788914,0.0,0.0,37.96283011826483,8.465228909328081,0.0,100.0
2223,65.00312829570561,0.0,0.0,37.96283011826483,0.0,0.0,100.0
2224,67.0509559099863,0.0,0.0,37.96283011826483,0.0,0.0,100.0
2225,75.36461354356689,0.0,0.0,37.96283011826483,0.0,0.0,100.0
2226,79.77951006304713,0.0,0.0,37.96283011826483,0.0,0.0,100.0
2227,82.59091793153578,0.0,0.0,37.96283011826483,0.0,0.0,100.0
2228,90.93760071577572,0.0,35.0,7.105427357601002e-15,0.0,50.0,45.76738554533596
2229,86.52301959309239,0.0,0.0,7.105427357601002e-15,0.0,42.19544457292888,-0.0
2230,83.49072686254587,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0
2231,72.98807856419985,0.0,0.0,7.105427357601002e-15,0.0,-0.0,0.0
2232,53.85371285021273,0.0,0.0,7.105427357601002e-15,0.0,0.0,-0.0
2233,60.142921706268616,0.0,0.0,7.105427357601002e-15,0.0,0.0,-0.0
2234,52.68935299575216,0.0,0.0,7.105427357601002e-15,8.465228909328081,0.0,7.804555427071122
2235,46.6121956572149,50.0,0.0,46.097722286464446,50.0,0.0,53.90227771353556
2236,48.85242015611886,50.0,0.0,92.19544457292889,50.0,0.0,100.0
2237,53.368223104770024,0.0,0.0,92.19544457292889,-0.0,0.0,100.0
2238,55.19127246173076,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2239,60.29759177045865,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2240,70.94986623713835,0.0,0.0,92.19544457292889,0.0,50.0,45.76738554533596
2241,65.59598566832264,0.0,0.0,92.19544457292889,0.0,42.19544457292888,0.0
2242,54.2243658331717,0.0,0.0,92.19544457292889,0.0,0.0,-0.0
2243,55.79101472716218,0.0,0.0,92.19544457292889,0.0,0.0,-0.0
2244,56.404424769467056,0.0,0.0,92.19544457292889,0.0,0.0,-0.0
2245,53.97687487727019,0.0,0.0,92.19544457292889,8.465228909328081,0.0,7.804555427071122
2246,50.00081113445608,0.0,0.0,92.19544457292889,50.0,0.0,53.90227771353556
2247,53.850942317961625,0.0,0.0,92.19544457292889,50.0,0.0,100.0
2248,62.48243038004599,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2249,76.26128294066018,0.0,50.0,37.96283011826485,0.0,50.0,45.76738554533596
2250,74.07765999613957,0.0,0.0,37.96283011826485,0.0,0.0,45.76738554533596
2251,73.66579642906808,0.0,0.0,37.96283011826485,0.0,0.0,45.76738554533596
2252,74.37290824011808,0.0,35.000000000000014,0.0,0.0,42.19544457292888,0.0
2253,56.57861626077884,0.0,0.0,0.0,-0.0,0.0,-0.0
2254,58.81002798496709,0.0,0.0,0.0,0.0,0.0,0.0
2255,49.58154126407437,0.0,0.0,0.0,0.0,0.0,-0.0
2256,41.10663198455987,0.0,0.0,0.0,-0.0,0.0,0.0
2257,41.003067271145476,0.0,0.0,0.0,8.465228909328081,0.0,7.804555427071122
2258,46.02935158594758,0.0,0.0,0.0,0.0,0.0,7.804555427071122
2259,49.223470841137654,0.0,0.0,0.0,0.0,0.0,7.804555427071122
2260,38.407796063423554,50.0,0.0,46.09772228646444,50.0,0.0,53.90227771353556
2261,39.88671823324455,50.0,0.0,92.19544457292888,50.0,0.0,100.0
2262,48.44479445245084,0.0,0.0,92.19544457292888,-0.0,0.0,100.0
2263,54.66206294113795,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2264,61.60229463660336,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2265,65.72396284258605,0.0,0.0,92.19544457292888,0.0,50.0,45.76738554533596
2266,65.35442793374253,0.0,0.0,92.19544457292888,0.0,35.00000000000001,7.804555427071122
2267,59.72354507119179,0.0,0.0,92.19544457292888,0.0,0.0,7.804555427071122
2268,47.1795287608726,0.0,0.0,92.19544457292888,50.0,0.0,53.90227771353556
2269,46.35155161418646,0.0,0.0,92.19544457292888,50.0,0.0,100.0
2270,53.93933051956593,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2271,55.592041320572704,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2272,67.8658323758009,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2273,79.82589642734264,0.0,50.0,37.96283011826483,0.0,42.19544457292888,54.23261445466404
2274,83.77389670273111,0.0,35.0,7.105427357601002e-15,0.0,50.0,-0.0
2275,66.24888546626016,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0
2276,56.769483975183896,0.0,0.0,7.105427357601002e-15,0.0,0.0,-0.0
2277,63.76645955844373,0.0,0.0,7.105427357601002e-15,0.0,-0.0,-0.0
2278,56.76700124998709,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0
2279,43.282431954143796,0.0,0.0,7.105427357601002e-15,8.465228909328081,0.0,7.804555427071122
2280,40.24784129456745,50.0,0.0,46.097722286464446,50.0,0.0,53.90227771353556
2281,38.92538431353359,50.0,0.0,92.19544457292889,50.0,0.0,100.0
2282,44.219442386372926,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2283,46.04249345032314,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2284,51.06256493060195,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2285,57.90521615717236,0.0,0.0,92.19544457292889,0.0,-0.0,100.0
2286,68.18796253620653,0.0,0.0,92.19544457292889,0.0,-0.0,100.0
2287,86.52275025932933,0.0,0.0,92.19544457292889,0.0,-0.0,100.0
2288,93.78710624004368,0.0,0.0,92.19544457292889,0.0,-0.0,100.0
2289,82.46153127143451,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2290,79.94683251409809,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2291,80.67817571663794,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2292,83.33227010502173,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2293,79.95165681940085,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2294,89.13659746815969,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2295,99.24955633458119,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2296,118.9258686514236,0.0,50.0,37.96283011826485,0.0,50.0,45.76738554533596
2297,117.93525729795667,0.0,35.000000000000014,0.0,0.0,42.19544457292888,-0.0
2298,115.5365839682196,0.0,0.0,0.0,0.0,0.0,-0.0
2299,110.79650568502547,0.0,0.0,0.0,0.0,0.0,-0.0
2300,102.30929684724344,0.0,0.0,0.0,0.0,0.0,0.0
2301,90.62163196934057,0.0,0.0,0.0,0.0,-0.0,0.0
2302,69.41927831051714,0.0,0.0,0.0,0.0,0.0,-0.0
2303,63.507728856866336,0.0,0.0,0.0,0.0,0.0,-0.0
2304,54.19384962222877,50.0,0.0,46.09772228646444,50.0,0.0,46.09772228646444
2305,49.039266112847606,50.0,0.0,92.19544457292888,50.0,0.0,92.19544457292888
2306,58.14220687088101,0.0,0.0,92.19544457292888,0.0,0.0,92.19544457292888
2307,57.47134485472385,0.0,0.0,92.19544457292888,8.465228909328081,0.0,100.0
2308,66.21283703401843,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2309,71.3604792604176,0.0,0.0,92.19544457292888,0.0,-0.0,100.0
2310,81.3431353955558,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2311,87.70124623380346,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2312,97.06499564412631,0.0,0.0,92.19544457292888,0.0,-0.0,100.0
2313,94.4931116440896,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2314,91.3480699192584,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2315,86.96100722691877,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2316,80.94346479638244,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2317,82.31574206982029,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2318,97.20530623035022,0.0,0.0,92.19544457292888,-0.0,0.0,100.0
2319,100.12334556055086,0.0,0.0,92.19544457292888,-0.0,0.0,100.0
2320,107.8923346928049,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2321,118.77203216538308,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2322,125.3726969359849,0.0,50.0,37.96283011826483,0.0,50.0,45.76738554533596
2323,121.64300524419463,0.0,35.0,7.105427357601002e-15,0.0,42.19544457292888,0.0
2324,101.92989289842271,0.0,0.0,7.105427357601002e-15,0.0,0.0,-0.0
2325,98.00766294294775,0.0,0.0,7.105427357601002e-15,-0.0,0.0,0.0
2326,79.23896381988258,0.0,0.0,7.105427357601002e-15,0.0,0.0,-0.0
2327,83.06643982868337,0.0,0.0,7.105427357601002e-15,0.0,0.0,-0.0
2328,71.186294234373,0.0,0.0,7.105427357601002e-15,-0.0,0.0,-0.0
2329,72.96820463865946,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0
2330,64.67026723785108,0.0,0.0,7.105427357601002e-15,0.0,0.0,-0.0
2331,54.89744262108361,50.0,0.0,46.097722286464446,50.0,0.0,46.09772228646444
2332,58.165466777164895,50.0,0.0,92.19544457292889,50.0,0.0,92.19544457292888
2333,62.294030583054465,0.0,0.0,92.19544457292889,8.465228909328081,0.0,100.0
2334,65.70795562071756,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2335,72.16851343947368,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2336,90.38979974007911,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2337,92.60077951764754,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2338,92.64124114005944,0.0,0.0,92.19544457292889,0.0,-0.0,100.0
2339,90.78401237462793,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2340,94.20235636890074,0.0,0.0,92.19544457292889,0.0,-0.0,100.0
2341,91.3074198193599,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2342,81.93229660237299,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2343,86.44577110466379,0.0,0.0,92.19544457292889,0.0,0.0,100.0
2344,97.39806781539727,0.0,50.0,37.96283011826485,0.0,42.19544457292888,54.23261445466404
2345,96.8131489008662,0.0,0.0,37.96283011826485,0.0,0.0,54.23261445466404
2346,97.81932414342195,0.0,35.000000000000014,0.0,0.0,50.0,-0.0
2347,92.28696152710467,0.0,0.0,0.0,0.0,0.0,-0.0
2348,96.14535121151718,0.0,0.0,0.0,0.0,0.0,-0.0
2349,93.93710996472967,0.0,0.0,0.0,0.0,0.0,0.0
2350,91.26428415099944,0.0,0.0,0.0,0.0,-0.0,-0.0
2351,89.52401358695505,0.0,0.0,0.0,0.0,0.0,-0.0
2352,76.02257278017466,0.0,0.0,0.0,0.0,0.0,0.0
2353,73.03011473813133,0.0,0.0,0.0,0.0,-0.0,-0.0
2354,63.17063014693059,0.0,0.0,0.0,0.0,0.0,0.0
2355,50.02363853200434,50.0,0.0,46.09772228646444,50.0,0.0,46.09772228646444
2356,53.04849509888777,50.0,0.0,92.19544457292888,50.0,0.0,92.19544457292888
2357,59.527597109903695,0.0,0.0,92.19544457292888,8.465228909328081,0.0,100.0
2358,72.50343432825709,0.0,0.0,92.19544457292888,0.0,-0.0,100.0
2359,86.63104118837057,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2360,97.18173216912551,0.0,0.0,92.19544457292888,0.0,42.50000000000001,53.90227771353556
2361,88.80429674086932,0.0,0.0,92.19544457292888,0.0,0.0,53.90227771353556
2362,81.4197945470676,0.0,0.0,92.19544457292888,0.0,0.0,53.90227771353556
2363,78.4043599999146,0.0,0.0,92.19544457292888,50.0,0.0,100.0
2364,88.53961185868582,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2365,95.25532096879172,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2366,103.04197674880264,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2367,104.87661521612318,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2368,105.12445424216324,0.0,0.0,92.19544457292888,0.0,-0.0,100.0
2369,113.63295187736546,0.0,50.0,37.96283011826483,0.0,50.0,45.76738554533596
2370,108.29401767108608,0.0,35.0,7.105427357601002e-15,0.0,42.19544457292888,-0.0
2371,104.46938669631504,0.0,0.0,7.105427357601002e-15,0.0,0.0,-0.0
2372,98.52165488838898,0.0,0.0,7.105427357601002e-15,0.0,0.0,-0.0
2373,100.77419377127543,0.0,0.0,7.105427357601002e-15,0.0,0.0,-0.0
2374,92.05427809223426,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0
2375,73.42007774828251,0.0,0.0,7.105427357601002e-15,0.0,0.0,-0.0
2376,64.10574858058283,0.0,0.0,7.105427357601002e-15,-0.0,0.0,0.0
2377,57.075872607536006,0.0,0.0,7.105427357601002e-15,0.0,0.0,-0.0
2378,55.16594200346529,0.0,0.0,7.105427357601002e-15,8.465228909328081,0.0,7.804555427071122
2379,54.16785702779538,0.0,0.0,7.105427357601002e-15,50.0,0.0,53.90227771353556
2380,54.55107901359912,0.0,0.0,7.105427357601002e-15,50.0,0.0,100.0
2381,63.48241402133078,0.0,0.0,7.105427357601002e-15,0.0,0.0,100.0
2382,61.07992801404768,0.0,0.0,7.105427357601002e-15,0.0,0.0,100.0
2383,64.57837262202487,0.0,0.0,7.105427357601002e-15,0.0,0.0,100.0
2384,71.91023059990712,0.0,6.5508803411467564e-15,0.0,0.0,50.0,45.76738554533596
2385,67.53982128806463,0.0,0.0,0.0,0.0,42.19544457292888,0.0
2386,54.83917554446212,0.0,0.0,0.0,50.0,0.0,46.09772228646444
2387,54.85250318306902,0.0,0.0,0.0,8.465228909328081,0.0,53.90227771353556
2388,59.00568904295014,0.0,0.0,0.0,0.0,0.0,53.90227771353556
2389,59.548423101773146,0.0,0.0,0.0,0.0,0.0,53.90227771353556
2390,53.07176103923693,0.0,0.0,0.0,50.0,0.0,100.0
2391,64.6698330471395,0.0,0.0,0.0,0.0,0.0,100.0
2392,63.66139535939823,0.0,0.0,0.0,0.0,0.0,100.0
2393,72.6390250748649,0.0,0.0,0.0,0.0,50.0,45.76738554533596
2394,71.54722129598018,0.0,0.0,0.0,0.0,42.19544457292888,0.0
2395,65.41088390801544,0.0,0.0,0.0,0.0,0.0,-0.0
2396,60.59331343478414,0.0,0.0,0.0,0.0,0.0,-0.0
2397,55.92132487616558,0.0,0.0,0.0,-0.0,0.0,0.0
2398,48.97306415341042,50.0,0.0,46.09772228646444,0.0,0.0,-0.0
2399,50.22369589720318,50.0,0.0,92.19544457292888,0.0,-0.0,0.0
2400,37.421268224667294,0.0,0.0,92.19544457292888,-0.0,0.0,0.0
2401,41.62839826458077,0.0,0.0,92.19544457292888,0.0,0.0,-0.0
2402,42.18901001286321,0.0,0.0,92.19544457292888,0.0,0.0,-0.0
2403,38.804506154840446,0.0,0.0,92.19544457292888,0.0,0.0,-0.0
2404,37.082682072035965,0.0,0.0,92.19544457292888,8.823529411764698,0.0,8.134892168199599
2405,33.91604400580806,0.0,0.0,92.19544457292888,50.0,0.0,54.23261445466404
2406,43.76082505889658,0.0,0.0,92.19544457292888,0.0,0.0,54.23261445466404
2407,49.45154911587661,0.0,0.0,92.19544457292888,0.0,50.0,-0.0
2408,41.10863493022505,0.0,0.0,92.19544457292888,0.0,0.0,0.0
2409,39.47937975777103,0.0,0.0,92.19544457292888,0.0,0.0,-0.0
2410,32.77601686902317,0.0,0.0,92.19544457292888,8.465228909328081,0.0,7.804555427071122
2411,39.43325377731456,0.0,0.0,92.19544457292888,0.0,0.0,7.804555427071122
2412,29.200580509785595,8.465228909328081,0.0,100.0,50.0,0.0,53.90227771353556
2413,24.29874195209518,0.0,0.0,100.0,50.0,0.0,100.0
2414,37.355289804448596,0.0,0.0,100.0,0.0,0.0,100.0
2415,53.7114609141686,0.0,0.0,100.0,0.0,-0.0,100.0
2416,58.556878321217404,0.0,0.0,100.0,0.0,-0.0,100.0
2417,62.74247876643371,0.0,50.0,45.767385545335955,0.0,42.19544457292888,54.23261445466404
2418,70.66326167780643,0.0,42.19544457292887,0.0,0.0,50.0,-0.0
2419,58.17328844972382,0.0,0.0,0.0,0.0,0.0,0.0
2420,46.092477465022135,0.0,0.0,0.0,-0.0,0.0,0.0
2421,41.97215445980674,0.0,0.0,0.0,8.465228909328081,0.0,7.804555427071122
2422,48.137625009114146,0.0,0.0,0.0,0.0,0.0,7.804555427071122
2423,43.816531173628725,0.0,0.0,0.0,0.0,0.0,7.804555427071122
2424,34.50317479142786,50.0,0.0,46.09772228646444,50.0,0.0,53.90227771353556
2425,39.773953043741336,50.0,0.0,92.19544457292888,50.0,0.0,100.0
2426,50.5150618055774,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2427,47.17000209706505,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2428,49.490833199137455,0.0,0.0,92.19544457292888,-0.0,0.0,100.0
2429,64.4761171605235,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2430,62.05776423518799,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2431,73.97814525187465,0.0,0.0,92.19544457292888,0.0,50.0,45.76738554533596
2432,71.24207633238565,0.0,0.0,92.19544457292888,0.0,42.19544457292888,-0.0
2433,70.86284287406863,0.0,0.0,92.19544457292888,0.0,0.0,0.0
2434,65.42700265179919,0.0,0.0,92.19544457292888,0.0,0.0,-0.0
2435,55.70012506558698,0.0,0.0,92.19544457292888,8.465228909328081,0.0,7.804555427071122
2436,48.20565821473028,0.0,0.0,92.19544457292888,50.0,0.0,53.90227771353556
2437,51.326147231101956,0.0,0.0,92.19544457292888,50.0,0.0,100.0
2438,61.726272955343255,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2439,68.07887384515759,0.0,0.0,92.19544457292888,0.0,-0.0,100.0
2440,76.32976381840595,0.0,0.0,92.19544457292888,0.0,-0.0,100.0
2441,85.80032724138289,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2442,83.25857358451992,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2443,86.69130964290409,0.0,0.0,92.19544457292888,0.0,-0.0,100.0
2444,87.21459936732305,0.0,0.0,92.19544457292888,0.0,0.0,100.0
2445,95.87409556724126,0.0,50.0,37.96283011826483,0.0,50.0,45.76738554533596
2446,87.40394937170318,0.0,35.0,7.105427357601002e-15,0.0,42.19544457292888,-0.0
2447,80.01494678476597,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0
2448,71.66086917084205,0.0,0.0,7.105427357601002e-15,0.0,0.0,-0.0
2449,72.41405227461416,0.0,0.0,7.105427357601002e-15,0.0,0.0,-0.0
2450,66.17630821753303,0.0,0.0,7.105427357601002e-15,-0.0,0.0,0.0
2451,62.611926907324474,0.0,0.0,7.105427357601002e-15,50.0,0.0,46.09772228646444
2452,66.84343523936049,0.0,0.0,7.105427357601002e-15,0.0,0.0,46.09772228646444
2453,65.95425700630354,0.0,0.0,7.105427357601002e-15,8.823529411764698,0.0,54.23261445466404
2454,69.53920267200479,0.0,0.0,7.105427357601002e-15,0.0,0.0,54.23261445466404
